Timestamp,Open,High,Low,Close,Volume
1731887580.0,89832,89865,89832,89832,2.03214070
1731887640.0,89821,89821,89779,89784,0.98285518
1731887700.0,89786,89850,89786,89850,0.11132099
1731887760.0,89858,89858,89815,89837,0.01493230
1731887820.0,89837,89847,89816,89816,0.47975344
1731887880.0,89810,89852,89810,89847,0.25900605
1731887940.0,89864,89864,89841,89861,0.48021471
